Id,OverallQual,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,TotalBsmtSF,stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
546,7,1988,1988,Gd,Gd,Gd,1204,1377,2183,2,Gd,9,0,1988,3,786,2006,229000
547,6,1923,1950,TA,TA,Gd,1065,915,1635,1,TA,6,1,1950,2,440,2007,210000
548,5,1970,1970,TA,Gd,Gd,768,768,768,1,TA,5,0,1987,2,624,2007,129500
549,5,1955,1995,TA,Gd,TA,825,825,825,1,TA,4,0,1963,2,720,2008,125000
550,7,2003,2004,Gd,TA,Gd,912,912,2094,2,Gd,8,1,2003,2,615,2009,263000
551,6,1977,1977,TA,TA,Gd,1069,1069,1069,2,TA,4,0,1977,2,440,2008,140000
552,5,1957,1957,TA,TA,TA,928,928,928,1,TA,5,0,1957,1,288,2008,112500
553,8,2006,2006,Gd,TA,Ex,1709,1717,1717,2,Gd,7,1,2006,3,908,2009,255500
554,4,1949,2003,TA,TA,NA,0,1126,1126,2,Gd,5,0,2002,2,520,2009,108000
555,7,2003,2004,Gd,TA,Gd,998,1006,2046,2,Gd,8,1,2003,3,871,2008,284000
556,5,1922,1950,TA,TA,TA,993,1048,1048,1,TA,5,1,1922,1,280,2006,113000
557,5,1957,1957,TA,TA,TA,1092,1092,1092,1,TA,6,1,1957,1,299,2006,141000
558,4,1920,1950,TA,TA,TA,637,897,1336,1,TA,7,0,1994,1,570,2006,108000
559,7,1996,1997,TA,TA,Gd,729,729,1446,2,TA,6,1,1996,2,406,2008,175000
560,7,2003,2004,Gd,TA,Gd,1374,1557,1557,2,Gd,7,1,2003,2,420,2006,234000
561,5,1957,1996,TA,TA,Gd,1392,1392,1392,1,TA,5,1,1957,2,528,2010,121500
562,5,1974,1975,TA,TA,Gd,1389,1389,1389,1,TA,6,1,1975,2,418,2006,170000
563,5,1940,1969,TA,TA,TA,996,996,996,1,TA,6,1,NaN,0,0,2008,108000
564,6,1918,1950,TA,TA,Gd,1163,1163,1674,2,TA,8,1,1955,2,396,2008,185000
565,7,1992,2000,Gd,TA,Gd,1095,1166,2295,2,Gd,9,1,1992,2,590,2006,268000
566,6,1915,1950,TA,TA,Gd,806,841,1647,1,Fa,6,0,1920,1,216,2010,128000
567,9,2005,2007,Gd,TA,Gd,1122,1134,2504,2,Ex,11,1,2005,3,656,2008,325000
568,7,2004,2004,Gd,TA,Gd,1517,1535,1535,2,Gd,7,0,2004,2,532,2010,214000
569,8,1983,2009,Gd,TA,Gd,1496,1496,2132,1,Gd,5,1,1983,2,612,2009,316600
570,5,1979,1979,TA,TA,Gd,943,943,943,1,TA,4,2,1979,2,600,2006,135960
571,5,1965,1965,TA,TA,TA,1728,1728,1728,2,TA,10,0,1987,2,576,2008,142600
572,6,1959,1959,TA,TA,TA,864,864,864,1,Gd,4,0,1959,1,288,2006,120000
573,7,2009,2009,TA,TA,Ex,846,846,1692,2,Gd,6,0,2009,2,650,2009,224500
574,7,2000,2000,TA,TA,Gd,384,774,1430,2,TA,8,1,2000,2,400,2007,170000
575,5,1971,2005,TA,TA,TA,372,576,1109,1,TA,5,0,1971,1,288,2007,139000
576,5,1947,1950,TA,TA,TA,832,832,1216,1,TA,6,0,1947,1,336,2008,118500
577,7,1928,1950,TA,TA,TA,861,877,1477,2,TA,6,1,1928,1,216,2009,145000
578,5,1966,1966,TA,TA,TA,1164,1320,1320,1,TA,6,2,1966,2,564,2006,164500
579,7,2007,2007,Gd,TA,Gd,689,703,1392,2,Gd,5,0,2007,2,540,2008,146000
580,5,1954,1954,TA,TA,TA,1050,1050,1795,2,TA,7,0,1954,1,352,2008,131500
581,6,1960,1987,TA,TA,TA,1144,1429,1429,1,Gd,7,2,1960,2,572,2007,181900
582,8,2008,2009,Ex,TA,Ex,2042,2042,2042,2,Ex,8,1,2009,3,1390,2009,253293
583,6,1990,1990,TA,Gd,Gd,816,816,816,1,TA,5,0,NaN,0,0,2007,118500
584,10,1893,2000,Ex,Ex,TA,1237,1521,2775,3,Gd,9,1,1988,2,880,2008,325000
585,4,1935,1995,TA,TA,TA,884,989,1573,1,Gd,6,0,1935,1,240,2009,133000
586,8,2005,2006,Gd,TA,Ex,1868,2028,2028,2,Gd,7,2,2005,3,880,2006,369900
587,6,1918,2000,TA,Gd,TA,816,838,838,1,Fa,5,0,1961,1,275,2008,130000
588,5,1982,1982,TA,TA,TA,840,860,860,1,TA,4,0,1996,2,528,2009,137000
589,5,1968,2003,TA,TA,TA,1437,1473,1473,1,Ex,5,2,1968,1,452,2009,143000
590,5,1930,1960,TA,TA,TA,742,779,935,1,TA,4,0,1988,1,308,2008,79500
591,7,2004,2004,Gd,TA,Gd,770,770,1582,2,Gd,6,0,2004,2,520,2008,185900
592,10,2008,2008,Ex,TA,Ex,1722,1728,2296,2,Ex,10,1,2008,3,842,2009,451950
593,5,1982,2003,TA,Gd,TA,816,816,816,1,TA,4,0,1985,2,816,2008,138000
594,6,2003,2003,Gd,TA,Gd,848,848,848,1,Gd,4,0,2003,2,420,2009,140000
595,5,1975,1975,TA,TA,Gd,924,924,924,1,TA,5,0,1981,1,280,2008,110000
596,8,2005,2006,Gd,TA,Gd,1814,1826,1826,2,Gd,7,1,2005,3,758,2006,319000
597,6,1910,1993,TA,TA,TA,684,684,1368,1,TA,7,0,1930,1,216,2006,114504
598,7,2006,2007,Gd,TA,Ex,1258,1402,1402,0,Gd,7,1,2006,3,648,2007,194201
599,5,1977,1977,TA,TA,Gd,1430,1647,1647,2,Gd,7,1,1977,2,621,2006,217500
600,6,1980,1980,TA,Gd,Gd,716,716,1556,2,TA,6,1,1980,2,452,2008,151000
601,8,2005,2005,Gd,TA,Gd,1058,1058,1904,2,Ex,8,1,2003,2,736,2006,275000
602,6,1937,1950,TA,Gd,TA,780,780,1375,1,Gd,6,1,1979,1,544,2007,141000
603,8,1992,1992,Gd,TA,Gd,908,927,1915,2,Gd,8,1,1992,2,506,2006,220000
604,7,2004,2005,Gd,TA,Gd,600,600,1200,2,Gd,4,0,2004,2,480,2010,151000
605,7,2002,2002,Gd,TA,Gd,1494,1494,1494,2,Gd,6,1,2002,2,530,2008,221000
606,7,1965,1990,TA,TA,TA,768,1186,1986,2,TA,7,3,1965,2,486,2009,205000
607,5,1996,1996,TA,Gd,Gd,1040,1040,1040,1,Gd,6,0,2000,2,576,2009,152000
608,5,1948,2002,TA,Gd,TA,896,1112,2008,3,Ex,8,0,1948,1,230,2006,225000
609,8,1934,1998,TA,TA,Gd,965,1940,3194,2,TA,10,2,1934,2,380,2007,359100
610,4,1961,1961,TA,Fa,TA,1029,1029,1029,1,TA,5,0,1961,1,261,2007,118500
611,9,2000,2000,Gd,TA,Ex,1440,1476,2153,2,Ex,8,2,2000,3,736,2009,313000
612,6,1978,1978,TA,TA,Gd,1032,1032,1032,2,TA,6,1,1978,2,564,2007,148000
613,8,2001,2001,Gd,TA,Gd,1299,1299,1872,2,Ex,7,1,2001,2,531,2009,261500
614,5,2007,2007,TA,TA,Gd,1120,1120,1120,1,TA,6,0,NaN,0,0,2007,147000
615,4,1972,1972,TA,TA,Gd,630,630,630,1,TA,3,0,NaN,0,0,2010,75500
616,6,1963,1963,TA,Gd,TA,936,1054,1054,1,Gd,6,0,1963,2,480,2010,137500
617,6,2002,2003,Gd,TA,Gd,783,807,1509,2,Gd,7,1,2002,2,393,2006,183200
618,6,1954,1954,TA,TA,TA,832,832,832,1,Gd,4,0,1962,2,528,2008,105500
619,9,2007,2007,Ex,TA,Ex,1822,1828,1828,2,Gd,9,1,2007,3,774,2007,314813
620,8,2003,2003,Gd,TA,Gd,1482,1482,2262,2,Gd,10,2,2003,3,749,2008,305000
621,3,1914,1950,TA,TA,TA,864,864,864,1,TA,5,0,NaN,0,0,2008,67000
622,6,1974,1997,TA,TA,TA,1522,1548,2614,2,TA,9,1,1974,2,624,2008,240000
623,5,1977,1977,TA,TA,TA,980,980,980,1,TA,6,0,1986,2,484,2009,135000
624,6,2000,2000,Gd,TA,Gd,756,756,1512,2,Gd,4,1,2000,2,440,2007,168500
625,6,1972,1972,TA,TA,TA,732,1012,1790,1,TA,8,1,1972,2,484,2006,165150
626,6,1962,1962,TA,TA,TA,1116,1116,1116,1,TA,5,0,1962,2,440,2010,160000
627,5,1960,1978,TA,TA,TA,978,1422,1422,1,TA,6,1,1960,1,286,2007,139900
628,6,1955,1972,TA,TA,TA,1156,1520,1520,1,TA,7,2,1955,1,364,2010,153000
629,5,1969,1969,TA,TA,Gd,1040,1040,2080,1,Fa,9,2,1969,2,504,2007,135000
630,6,1964,1964,TA,TA,TA,1248,1350,1350,1,TA,6,0,1964,2,520,2008,168500
631,5,1880,1991,TA,TA,Fa,636,1089,1750,1,Ex,8,0,1937,1,240,2006,124000
632,8,2006,2006,Gd,TA,Gd,1554,1554,1554,2,Gd,6,1,2006,2,627,2007,209500
633,7,1977,1977,TA,Gd,TA,1386,1411,1411,2,TA,6,1,1977,2,544,2009,82500
634,5,1954,2005,TA,TA,TA,1056,1056,1056,1,TA,6,0,1954,1,260,2007,139400
635,6,1980,1980,TA,TA,TA,1056,1056,1056,0,TA,4,0,1980,2,576,2010,144000
636,6,1914,1995,Fa,TA,TA,1440,1440,3395,2,Fa,14,0,NaN,0,0,2007,200000
637,2,1936,1950,Fa,Fa,TA,264,800,800,1,Fa,4,1,NaN,0,0,2009,60000
638,5,1954,1954,TA,TA,TA,811,811,1387,2,Gd,7,0,1954,1,256,2009,93000
639,5,1910,1950,TA,TA,Fa,796,796,796,1,TA,4,0,NaN,0,0,2008,85000
640,8,2006,2006,Gd,TA,Gd,1520,1567,1567,2,Ex,7,1,2006,3,648,2006,264561
641,8,2003,2004,Ex,TA,Ex,1518,1518,1518,1,Ex,6,1,2003,2,588,2008,274000
642,7,2001,2001,Gd,TA,Gd,1057,1057,1929,2,Gd,7,1,2001,2,650,2007,226000
643,8,1972,1995,Gd,TA,Gd,1952,2000,2704,2,Ex,9,3,1972,2,538,2009,345000
644,5,1969,1969,TA,TA,TA,780,780,1620,2,TA,7,0,1969,2,462,2007,152000
645,9,2009,2009,Ex,TA,Ex,1766,1766,1766,2,Ex,7,1,2009,3,478,2009,370878
646,6,1971,1971,TA,TA,TA,981,981,981,1,TA,5,0,1979,2,576,2007,143250
647,5,1950,1950,TA,TA,NA,0,1048,1048,1,TA,7,0,1950,2,420,2008,98300
648,6,1953,1953,TA,TA,TA,1094,1094,1094,1,TA,5,2,1953,2,495,2008,155000
649,6,1966,1966,TA,TA,TA,756,1051,1839,1,TA,7,1,1966,2,442,2010,155000
650,4,1970,1970,TA,TA,Gd,630,630,630,1,TA,3,0,NaN,0,0,2007,84500
651,7,2007,2007,Gd,TA,Gd,813,822,1665,2,Gd,7,0,2007,2,562,2008,205950
652,4,1940,1950,TA,TA,TA,755,755,1510,1,TA,7,1,1940,1,296,2009,108000
653,7,1996,1996,Gd,TA,Gd,880,909,1716,2,Gd,7,1,1996,2,512,2009,191000
654,6,1906,1995,TA,TA,TA,756,756,1469,1,TA,7,0,1906,1,216,2008,135000
655,8,1995,1995,Gd,Gd,Gd,2109,2113,2113,2,Gd,7,1,1995,3,839,2008,350000
656,6,1971,1971,TA,TA,TA,525,525,1092,1,TA,6,0,1971,1,264,2010,88000
657,5,1959,2006,Gd,TA,TA,1053,1053,1053,1,Gd,5,0,1959,1,312,2008,145500
658,7,1931,2000,TA,Fa,Gd,776,851,1502,1,TA,6,1,1931,1,270,2008,149000
659,6,1948,1950,TA,TA,TA,912,912,1458,1,TA,6,1,1948,1,330,2010,97500
660,5,1964,1999,TA,Gd,TA,1486,1486,1486,1,TA,7,0,1968,2,480,2009,167000
661,7,1976,1976,TA,TA,Gd,793,1142,1935,2,TA,7,1,1976,2,550,2007,197900
662,8,1994,2005,Gd,TA,Gd,1629,1686,2448,2,Gd,8,1,1994,3,711,2009,402000
663,6,1968,1968,TA,TA,Fa,1392,1392,1392,1,TA,5,2,1968,2,576,2009,110000
664,4,1972,1972,TA,TA,Gd,1138,1181,1181,2,TA,6,0,1974,2,588,2008,137500
665,8,2005,2006,Gd,TA,Ex,2077,2097,2097,1,Ex,8,1,2005,3,1134,2006,423000
666,8,2000,2000,Gd,TA,Gd,1406,1454,1936,2,Gd,7,1,2000,2,504,2006,230500
667,6,1965,1979,TA,Gd,Gd,1021,1465,2380,2,TA,7,1,1965,2,596,2007,129000
668,6,1994,1998,TA,TA,Gd,1408,1679,1679,2,Gd,7,1,1994,2,575,2008,193500
669,5,1956,1987,TA,TA,TA,1188,1437,1437,1,TA,6,1,1999,2,576,2006,168000
670,4,1922,1950,TA,TA,Fa,700,1180,1180,1,Fa,5,1,1922,1,252,2006,137500
671,6,2005,2005,Gd,TA,Gd,738,738,1476,2,Gd,7,0,2005,2,540,2009,173500
672,6,1925,1950,TA,Gd,TA,672,697,1369,2,TA,6,0,1930,1,300,2009,103600
673,6,1977,1977,Gd,TA,Gd,1208,1208,1208,1,TA,6,1,1977,2,546,2006,165000
674,6,1957,2004,TA,TA,TA,1477,1839,1839,2,Gd,7,2,1957,2,416,2007,257500
675,6,1965,1965,TA,TA,TA,1136,1136,1136,1,TA,5,1,1965,1,384,2008,140000
676,6,1978,1978,TA,TA,TA,855,855,1441,2,TA,7,1,1978,2,440,2009,148500
677,4,1900,1950,TA,TA,TA,1095,1095,1774,2,TA,8,0,1920,3,779,2006,87000
678,5,1924,2006,Gd,TA,TA,768,792,792,1,Gd,5,0,1924,1,240,2009,109500
679,8,2008,2008,Gd,TA,Ex,2046,2046,2046,2,Gd,7,1,2008,3,834,2009,372500
680,5,1961,1961,TA,TA,TA,988,988,988,1,TA,5,0,1963,2,572,2007,128500
681,6,1980,1980,TA,TA,Gd,923,923,923,2,TA,5,1,1980,1,264,2010,143000
682,5,1932,2000,TA,TA,TA,793,848,1520,1,TA,6,0,1968,1,281,2009,159434
683,6,1996,1997,TA,TA,Gd,1291,1291,1291,1,Gd,6,1,1996,2,431,2008,173000
684,9,2002,2002,Gd,TA,Gd,1626,1668,1668,2,Gd,7,1,2002,3,702,2007,285000
685,7,1998,1998,Gd,TA,Gd,1195,1195,1839,2,TA,7,0,1998,2,486,2010,221000
686,7,1984,1984,Gd,TA,Gd,1190,1190,2090,2,Gd,6,1,1984,2,577,2007,207500
687,7,2007,2007,Gd,TA,Gd,874,874,1761,3,Gd,7,0,2007,2,578,2007,227875
688,7,2004,2004,Gd,TA,Gd,551,551,1102,2,Gd,4,0,2004,2,480,2007,148800
689,8,2007,2007,Gd,TA,Gd,1419,1419,1419,2,Gd,7,1,2007,2,567,2007,392000
690,6,2005,2006,Gd,TA,Gd,1362,1362,1362,2,Gd,6,1,2005,2,460,2007,194700
691,6,2004,2004,Gd,TA,Gd,848,848,848,1,Gd,3,1,2004,2,420,2008,141000
692,10,1994,1995,Ex,TA,Ex,2444,2444,4316,3,Ex,10,2,1994,3,832,2007,755000
693,7,1989,1990,Gd,TA,Gd,1210,1238,2519,2,Gd,9,2,1989,2,628,2006,335000
694,5,1921,1968,TA,TA,TA,1073,1073,1073,1,TA,4,0,1968,1,326,2006,108480
695,5,1936,1950,TA,Fa,TA,927,1067,1539,1,TA,5,0,1995,2,576,2009,141500
696,6,1987,1987,TA,TA,Gd,1112,1137,1137,2,Gd,5,1,1987,2,551,2006,176000
697,5,1921,1950,TA,TA,TA,616,616,616,1,TA,4,0,1921,1,205,2006,89000
698,5,1952,1952,TA,TA,Ex,980,1148,1148,1,TA,6,0,1952,1,308,2006,123500
699,5,1965,2009,TA,Gd,TA,894,894,894,1,TA,5,1,1973,1,336,2010,138500
700,7,2004,2004,Gd,TA,Gd,1391,1391,1391,2,Gd,5,0,2004,2,530,2008,196000
701,8,2002,2002,Gd,TA,Ex,1800,1800,1800,2,Gd,7,1,2002,3,765,2006,312500
702,7,1969,1969,TA,TA,TA,1164,1164,1164,1,TA,6,0,1969,2,528,2006,140000
703,8,2006,2006,Ex,TA,Ex,1234,1264,2576,2,Ex,10,1,2006,3,666,2006,361919
704,5,1900,1996,TA,Gd,Gd,360,1032,1812,2,Gd,8,1,1999,2,672,2010,140000
705,7,2004,2005,Gd,TA,Gd,1473,1484,1484,2,Gd,7,0,2004,2,606,2010,213000
706,4,1930,1950,Fa,Fa,NA,0,372,1092,2,Fa,7,0,NaN,0,0,2010,55000
707,7,1971,2002,TA,TA,Gd,1643,1824,1824,2,Gd,5,2,1971,2,739,2007,302000
708,8,2006,2006,Gd,TA,Gd,1324,1324,1324,2,Gd,6,1,2006,2,550,2009,254000
709,7,2007,2007,Gd,TA,Gd,728,728,1456,2,Gd,8,1,2007,2,400,2007,179540
710,5,1966,1966,TA,TA,TA,876,904,904,1,TA,6,0,1966,1,408,2008,109900
711,3,1935,2003,Gd,TA,TA,270,729,729,1,TA,5,0,NaN,0,0,2008,52000
712,4,1900,1950,TA,TA,TA,859,859,1178,1,TA,7,0,1964,1,384,2010,102776
713,8,1988,1989,Gd,TA,Gd,1228,1228,1228,2,Gd,5,1,1988,2,472,2008,189000
714,4,1970,1970,TA,TA,TA,960,960,960,1,TA,6,0,1970,2,576,2006,129000
715,6,1976,2005,Gd,TA,TA,725,725,1479,2,Gd,6,0,1976,2,475,2010,130500
716,6,1974,1974,TA,TA,Gd,1064,1350,1350,2,TA,7,1,1974,2,478,2009,165000
717,7,1890,1998,TA,Gd,TA,718,1576,2554,1,TA,8,0,1996,2,704,2007,159500
718,5,1973,2000,TA,TA,Gd,1176,1178,1178,1,Gd,5,1,1973,2,439,2008,157000
719,7,1993,1994,Gd,TA,Gd,1311,1325,2418,2,Gd,9,1,1993,3,983,2008,341000
720,5,1969,1969,TA,TA,Gd,971,971,971,1,TA,5,1,1969,1,300,2006,128500
721,8,1985,1985,Gd,TA,Gd,1742,1742,1742,2,Gd,5,1,1985,2,564,2006,275000
722,6,2004,2004,Gd,TA,Gd,848,848,848,1,Gd,3,0,2004,2,420,2010,143000
723,4,1970,1970,TA,Gd,TA,864,864,864,1,TA,5,0,1994,2,463,2009,124500
724,4,1954,1972,TA,TA,TA,941,997,1470,2,TA,7,0,1958,1,548,2008,135000
725,9,2007,2008,Ex,TA,Ex,1698,1698,1698,2,Ex,8,1,2007,3,768,2009,320000
726,4,1970,1970,TA,TA,TA,864,864,864,1,Gd,5,0,1989,2,660,2009,120500
727,6,1988,2007,Gd,Gd,Gd,880,1680,1680,2,Gd,5,1,1988,2,540,2009,222000
728,7,2007,2007,Gd,TA,Gd,1232,1232,1232,2,Gd,6,0,2007,2,632,2009,194500
729,5,1958,1958,TA,TA,TA,1584,1776,1776,2,TA,9,0,1968,3,888,2009,110000
730,4,1925,1950,TA,TA,TA,780,848,1208,1,TA,5,0,1962,2,539,2009,103000
731,8,1995,1996,Gd,TA,Gd,1595,1616,1616,2,Gd,5,1,1995,2,608,2010,236500
732,7,2003,2003,Gd,TA,Ex,868,1146,1146,2,Gd,6,1,2003,2,438,2007,187500
733,7,1998,1999,Gd,TA,Gd,1153,1153,2031,2,Gd,8,1,1998,2,541,2008,222500
734,5,1961,1983,TA,TA,TA,864,1144,1144,1,TA,6,1,1961,1,264,2009,131400
735,5,1968,1968,TA,TA,TA,948,948,948,1,TA,6,0,1968,1,300,2007,108000
736,7,1914,1970,TA,TA,Gd,880,880,1768,1,TA,6,2,1914,2,320,2006,163000
737,3,1950,1950,TA,TA,NA,0,1040,1040,2,TA,6,0,1949,2,400,2006,93500
738,8,2005,2005,Gd,TA,Gd,893,901,1801,2,Gd,8,1,2005,3,800,2006,239900
739,5,1987,1988,TA,TA,Gd,1200,1200,1200,3,TA,5,0,NaN,0,0,2009,179000
740,7,2004,2004,Gd,TA,Gd,864,864,1728,2,Gd,7,0,2004,2,572,2009,190000
741,5,1910,2002,TA,Gd,Fa,264,768,1432,2,TA,7,0,1910,2,360,2007,132000
742,6,1961,1996,TA,Gd,TA,912,912,912,1,Gd,5,0,1962,1,288,2008,142000
743,7,2000,2001,TA,TA,Gd,1349,1349,1349,2,TA,6,0,2000,2,539,2007,179000
744,5,1963,1999,TA,TA,Gd,520,1464,1464,2,TA,6,1,1997,2,480,2009,175000
745,8,1993,1993,Gd,TA,Gd,1337,1337,1337,2,Gd,5,1,1993,2,462,2008,180000
746,8,1976,1996,Ex,Gd,TA,1142,1175,2715,3,Gd,11,2,1994,2,831,2008,299800
747,7,2000,2000,Gd,TA,Gd,952,980,2256,2,Gd,8,1,2000,2,554,2009,236000
748,7,1880,2003,Gd,TA,TA,1240,1320,2640,1,Gd,8,1,1950,4,864,2009,265979
749,7,1996,1996,Gd,TA,Gd,1720,1720,1720,2,Gd,7,1,1996,2,527,2010,260400
750,4,1945,1950,TA,TA,NA,0,1088,1529,2,TA,9,0,1945,1,240,2009,98000
751,4,1910,2004,TA,TA,TA,576,792,1140,1,TA,7,0,NaN,0,0,2010,96500
752,7,2003,2003,Gd,TA,Gd,660,660,1320,2,Gd,6,0,2003,2,400,2007,162000
753,6,1997,1997,TA,Gd,Gd,1479,1494,1494,2,Gd,6,0,1997,2,576,2006,217000
754,8,2005,2005,Gd,TA,Gd,1030,1038,2098,2,Ex,8,1,2005,3,878,2006,275500
755,6,1969,2005,TA,TA,TA,1026,1026,1026,1,Gd,5,0,1969,2,440,2009,156000
756,6,1999,1999,TA,TA,Gd,729,742,1471,2,TA,6,0,1999,2,440,2009,172500
757,8,2007,2007,Gd,TA,Gd,866,866,1768,2,Gd,7,0,2007,2,578,2009,212000
758,6,1978,1978,TA,TA,TA,672,672,1386,2,TA,6,1,1978,2,440,2010,158900
759,7,1999,1999,TA,TA,Gd,744,757,1501,2,TA,6,0,1999,2,440,2008,179400
760,8,1995,1995,Gd,TA,Gd,1318,1328,2531,2,Gd,9,1,1995,3,752,2007,290000
761,6,1959,1959,TA,TA,TA,864,864,864,1,TA,5,0,2008,1,300,2009,127500
762,5,1924,1950,TA,TA,TA,1145,1301,1301,1,Fa,5,0,1965,2,440,2009,100000
763,7,2009,2009,TA,TA,Gd,756,764,1547,2,Gd,7,0,2009,2,614,2010,215200
764,8,1999,1999,Gd,TA,Gd,1252,1268,2365,2,Gd,8,1,1999,3,856,2009,337000
765,8,1995,1996,Gd,Gd,Gd,1494,1494,1494,1,Ex,6,1,1995,2,481,2006,270000
766,9,2008,2008,Gd,TA,Gd,1498,1506,1506,2,Ex,6,1,2008,2,592,2008,264132
767,7,1988,1988,TA,TA,Gd,980,980,1714,2,TA,7,1,1988,2,496,2010,196500
768,6,1940,1985,TA,TA,Gd,983,983,1750,2,TA,7,0,1989,1,423,2008,160000
769,7,2004,2005,Gd,TA,Gd,1860,1836,1836,2,Gd,8,1,2004,2,484,2006,216837
770,8,2003,2003,Ex,TA,Gd,1650,1690,3279,3,Ex,12,1,2003,3,841,2010,538000
771,5,1982,1982,TA,TA,Gd,858,858,858,1,TA,5,0,1983,2,576,2009,134900
772,4,1951,1951,TA,TA,Fa,836,1220,1220,1,TA,6,0,1951,2,396,2006,102000
773,6,1976,1976,TA,TA,TA,1029,1117,1117,1,TA,6,1,1976,2,672,2010,107000
774,5,1958,1958,TA,TA,TA,912,912,912,1,TA,5,0,1958,1,275,2007,114500
775,8,2006,2006,Gd,TA,Gd,1935,1973,1973,2,Gd,9,1,2006,3,895,2007,395000
776,6,1998,1998,TA,TA,Ex,1204,1204,1204,2,TA,5,0,1998,2,412,2009,162000
777,7,2005,2006,Gd,TA,Gd,1614,1614,1614,2,Gd,7,0,2005,3,865,2006,221500
778,5,1974,1974,TA,TA,TA,864,894,894,1,TA,5,1,1974,2,440,2006,142500
779,5,1977,1977,TA,TA,NA,0,2020,2020,2,TA,10,2,1977,2,630,2007,144000
780,6,1977,1977,TA,TA,Gd,975,1004,1004,1,TA,4,0,1977,2,504,2006,135000
781,7,1995,1996,TA,TA,Gd,1237,1253,1253,2,TA,6,1,1995,2,402,2007,176000
782,6,1992,1992,Gd,Gd,Gd,761,810,1603,2,Gd,7,0,1992,2,484,2006,175900
783,7,2001,2002,Gd,TA,Gd,1413,1430,1430,2,Gd,6,0,2001,2,605,2009,187100
784,5,1978,1978,TA,Gd,Gd,1097,1110,1110,1,Gd,4,1,1978,2,602,2009,165500
785,6,1914,2001,TA,TA,TA,742,742,1484,2,TA,9,1,NaN,0,0,2008,128000
786,6,1967,1967,TA,TA,TA,1372,1342,1342,2,TA,7,1,1967,2,457,2009,161500
787,5,1915,1950,TA,Gd,Fa,686,966,1652,2,TA,7,0,1961,1,416,2010,139000
788,7,2004,2004,Gd,TA,Gd,956,956,2084,2,Gd,8,0,2004,2,618,2010,233000
789,4,1954,2000,TA,TA,TA,901,901,901,1,TA,4,0,1954,1,281,2008,107900
790,6,1966,2007,TA,TA,TA,832,976,2087,2,Gd,9,0,1966,2,444,2007,187500
791,7,2005,2006,Gd,TA,Gd,1145,1145,1145,2,Gd,5,1,2005,2,397,2009,160200
792,6,1976,1976,TA,TA,Gd,1029,1062,1062,1,TA,5,2,1976,2,539,2007,146800
793,7,1996,1997,Gd,TA,Gd,1117,1127,2013,2,TA,8,1,1997,2,455,2007,269790
794,8,2007,2007,Gd,TA,Gd,1496,1496,1496,2,Gd,7,0,2007,2,474,2007,225000
795,7,1994,1996,Gd,TA,Gd,712,1086,1895,2,Gd,7,1,1994,2,409,2008,194500
796,6,1980,1981,TA,TA,Gd,650,888,1564,2,TA,7,1,1980,2,476,2010,171000
797,6,1977,1977,TA,TA,TA,660,1285,1285,1,TA,7,1,1977,2,528,2007,143500
798,5,1953,1953,TA,TA,TA,773,773,773,1,TA,4,0,1953,1,240,2008,110000
799,9,2008,2009,Ex,TA,Ex,1926,1966,3140,3,Ex,11,2,2009,3,820,2009,485000
800,5,1937,1950,TA,TA,Gd,731,981,1768,1,Gd,7,2,1939,1,240,2007,175000
801,6,1997,1997,TA,TA,Gd,616,616,1688,2,Gd,8,0,1997,2,603,2008,200000
802,4,1916,1990,TA,TA,TA,1196,1196,1196,1,TA,5,0,1957,2,440,2007,109900
803,7,2005,2005,Gd,TA,Gd,728,728,1456,2,Gd,7,1,2005,2,410,2008,189000
804,9,2008,2009,Ex,TA,Ex,1734,1734,2822,3,Ex,12,1,2009,3,1020,2009,582933
805,5,1954,1954,TA,TA,TA,936,1128,1128,1,TA,5,0,1954,1,286,2006,118000
806,7,2008,2008,Gd,TA,Gd,1417,1428,1428,2,Ex,6,0,2008,2,554,2008,227680
807,5,1967,1967,TA,TA,TA,980,980,980,2,TA,6,0,1967,1,384,2006,135500
808,5,1923,2004,TA,TA,TA,1324,1072,1576,1,Gd,6,1,1923,2,528,2009,223500
809,5,1966,1966,TA,TA,TA,1024,1086,1086,1,TA,6,1,1966,2,484,2006,159950
810,5,1898,1965,TA,TA,TA,849,1075,2138,2,TA,11,0,1910,2,360,2009,106000
811,6,1974,1999,TA,TA,TA,1040,1309,1309,1,Gd,5,1,1974,2,484,2006,181000
812,6,2004,2004,Gd,TA,Gd,848,848,848,1,Gd,4,1,2004,2,420,2008,144500
813,5,1952,1952,Fa,TA,TA,540,1044,1044,1,Fa,4,0,1952,2,504,2010,55993
814,6,1958,1958,TA,TA,TA,1442,1442,1442,1,TA,7,0,1958,1,301,2007,157900
815,5,1918,1950,TA,TA,TA,686,686,1250,1,Fa,7,0,1955,1,280,2006,116000
816,7,1998,1998,TA,TA,Gd,1649,1661,1661,2,Gd,6,0,1998,2,598,2010,224900
817,5,1954,1954,TA,TA,TA,1008,1008,1008,1,TA,4,1,1954,1,275,2006,137000
818,8,2002,2002,Gd,TA,Gd,1568,1689,1689,2,Gd,7,2,2002,3,857,2008,271000
